,ADDRESS
17014,"8, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17015,"R4, 2, Työpajankatu, Verkkosaari, Kalasatama, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00580, Suomi / Finland"
17016,"15, Bulevardi, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17017,"Werner & Jarl, 21, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17018,"Toimela, Etelä-Helsingin kansalaisopisto, 35, Laivurinkatu, Viiskulma, Punavuori, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00150, Suomi / Finland"
17019,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17020,"Ruusu, Kustaankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17021,"Töölön hammaskeskus, 62, Mannerheimintie, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00260, Suomi / Finland"
17022,"4, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17023,"Ressun lukio, Kalevankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17024,"Ruusu, Kustaankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17025,"Aleksanterin piha, Albertinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17026,"Forum, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17027,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17028,"Lapinlahden puistikon koira-aitaus, Albertinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17029,"5, Kaarlenkatu, Linjat, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17030,"15-17, Pohjoisesplanadi, Kaartinkaupunki, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00170, Suomi / Finland"
17031,"5, Kaarlenkatu, Linjat, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17032,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17033,"Olofsborg, Kauppiaankatu, Katajanokka, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00160, Suomi / Finland"
17034,"15-17, Pohjoisesplanadi, Kaartinkaupunki, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00170, Suomi / Finland"
17035,"Kiinteistö Oy Helsingin Hämeentie 17a, 17a, Hämeentie, Torkkelinmäki, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17036,"Autotalo, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17037,"Hattulantie, , Puu-Vallila, Vallila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00550, Suomi / Finland"
17038,"Mainostajien liitto, 22, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17039,"Fig, 17, Kalevankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17040,"249, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17041,"Hesburger, 2, Hämeentie, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17042,"CrossFit Basement Kurvi, 33, Hämeentie, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17043,"Raitioliikennemuseo, 51 A, Töölönkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00250, Suomi / Finland"
17044,"Ressun lukio, Kalevankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17045,"Vanha ylioppilastalo, 3, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17046,"249, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17047,"Huvikumpu, Runeberginkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00260, Suomi / Finland"
17048,"21, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17049,"11, Tyynenmerenkatu, Jätkäsaari, Länsisatama, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00220, Suomi / Finland"
17050,"Fig, 17, Kalevankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17051,"Katri Valan muistolaatta, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17052,"Meilahden sairaala-alue, Haartmaninkatu, Meilahti, Läntinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00290, Suomi / Finland"
17053,"21, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17054,"10, Viipurinkatu, Alppila, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00510, Suomi / Finland"
17055,"249, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17056,"15, Topeliuksenkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00250, Suomi / Finland"
17057,"Kansallisarkisto, 17, Rauhankatu, Kruununhaka, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00170, Suomi / Finland"
17058,"10, Viipurinkatu, Alppila, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00510, Suomi / Finland"
17059,"25, Kalevankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17060,"Forum, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17061,"249, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17062,"249, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17063,"Alepa Mannerheimintie, 102, Mannerheimintie, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00250, Suomi / Finland"
17064,"4, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17065,"8, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17066,"Annantalo, 30, Annankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17067,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17068,"Green Hippo Cafe, Fredrikintori, Viiskulma, Punavuori, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17069,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17070,"8, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17071,"Forum, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17072,"Kampin keskus, 1, Urho Kekkosen katu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17073,"11, Tyynenmerenkatu, Jätkäsaari, Länsisatama, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00220, Suomi / Finland"
17074,"Pasilansilta, Teollisuuskatu, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00077, Suomi / Finland"
17075,"Annantalo, 30, Annankatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17076,"10, Kustaankatu, Puu-Vallila, Vallila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00510, Suomi / Finland"
17077,"3, Töölöntorinkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00260, Suomi / Finland"
17078,"4, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17079,"29, Runeberginkatu, Etu-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17080,"Tannerin portti / Väinö Tannerin muistomerkki, Hämeentie, Torkkelinmäki, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17081,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17082,"29, Runeberginkatu, Etu-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17083,"Vanha ylioppilastalo, 3, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17084,"3, Töölöntorinkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00260, Suomi / Finland"
17085,"14, Ruusulankatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00250, Suomi / Finland"
17086,"Hattulantie, , Puu-Vallila, Vallila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00550, Suomi / Finland"
17087,"20a, Vaasankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00510, Suomi / Finland"
17088,"Purjeentekijänkuja, Vattuniemi, Lauttasaari, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00210, Suomi / Finland"
17089,"21, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17090,"Koksikatu, Verkkosaari, Kalasatama, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00540, Suomi / Finland"
17091,"Footlight, 25, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17092,"3, Kansakoulukatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17093,"Meilahden sairaala-alue, Haartmaninkatu, Meilahti, Läntinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00290, Suomi / Finland"
17094,"29, Runeberginkatu, Etu-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17095,"2, Jääkärinkatu, Ullanlinna, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00130, Suomi / Finland"
17096,"29, Runeberginkatu, Etu-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17097,"Pasilansilta, Teollisuuskatu, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00077, Suomi / Finland"
17098,"Veturitie, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00240, Suomi / Finland"
17099,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17100,"8, Elimäenkatu, Konepaja, Vallila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00510, Suomi / Finland"
17101,"Kaivohuone, 1, Iso Puistotie, Kaivopuisto, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00140, Suomi / Finland"
17102,"Ateneum, 2, Kaivokatu, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17103,"Lamina, 45, Fredrikinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17104,"Forum, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17105,"Hattulantie, , Puu-Vallila, Vallila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00550, Suomi / Finland"
17106,"Tölö gymnasium, Topeliuksenkatu, Taka-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00260, Suomi / Finland"
17107,"Autotalo, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17108,"29, Runeberginkatu, Etu-Töölö, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17109,"Burger King, 11, Aleksanterinkatu, Kaisaniemi, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17110,"Autotalo, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17111,"Pasilansilta, Teollisuuskatu, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00077, Suomi / Finland"
17112,"6, Ruoholahdenkatu, Hietalahti, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00180, Suomi / Finland"
17113,"Katri Valan muistolaatta, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17114,"Ruusu, Kustaankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17115,"Footlight, 25, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17116,"Mall of Tripla, 1, Veturitie, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00520, Suomi / Finland"
17117,"11, Rauhankatu, Kruununhaka, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00170, Suomi / Finland"
17118,"2, Paasivuorenkatu, Siltasaari, Kallio, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00530, Suomi / Finland"
17119,"Pasilansilta, Teollisuuskatu, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00077, Suomi / Finland"
17120,"Ateneum, 2, Kaivokatu, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17121,"11, Tyynenmerenkatu, Jätkäsaari, Länsisatama, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00220, Suomi / Finland"
17122,"Green Hippo Cafe, Fredrikintori, Viiskulma, Punavuori, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17123,"10, Vaasankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17124,"R4, 2, Työpajankatu, Verkkosaari, Kalasatama, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00580, Suomi / Finland"
17125,"Footlight, 25, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17126,"18, Itämerenkatu, Ruoholahti, Länsisatama, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00180, Suomi / Finland"
17127,"21, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00099, Suomi / Finland"
17128,"Vanha ylioppilastalo, 3, Mannerheimintie, Keskusta, Kluuvi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17129,"Mall of Tripla, 1, Veturitie, Keski-Pasila, Pasila, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00520, Suomi / Finland"
17130,"Footlight, 25, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17131,"18, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17132,"Creanno, 8, Merimiehenkatu, Viiskulma, Punavuori, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00150, Suomi / Finland"
17133,"8, Vilhonvuorenkuja, Vilhonvuori, Sörnäinen, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17134,"Ruusu, Kustaankatu, Harju, Alppiharju, Keskinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00500, Suomi / Finland"
17135,"R-Kioski, 24, Bulevardi, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17136,"Autotalo, Runeberginkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
17137,"Mainostajien liitto, 22, Yrjönkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17138,"4, Lönnrotinkatu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00120, Suomi / Finland"
17139,"22, Itämerenkatu, Ruoholahti, Länsisatama, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00180, Suomi / Finland"
17140,"3-5, Sepänkatu, Viiskulma, Punavuori, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00150, Suomi / Finland"
17141,"Kampin keskus, 1, Urho Kekkosen katu, Kamppi, Eteläinen suurpiiri, Helsinki, Helsingin seutukunta, Uusimaa, Etelä-Suomen aluehallintovirasto, Manner-Suomi, 00100, Suomi / Finland"
